order_id,customer_id,order_date,order_total,payment_method,shipping_address,order_status,created_at,updated_at
246,357,2024-10-26 07:59:39.372977,41.71,debit_card,"09978 Carter Extensions, New Ashley, CA 50212",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
253,943,2024-10-26 22:09:21.372977,261.82,paypal,"1646 Theresa Trafficway Apt. 037, Port Katherineshire, MP 03276",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
256,938,2024-10-27 16:14:30.372977,89.37,credit_card,"136 Coleman Ridges, South Jenniferhaven, NH 67969",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
259,427,2024-10-28 11:06:40.372977,194.84,apple_pay,"Unit 1669 Box 4602, DPO AP 10342",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
262,938,2024-10-28 20:32:33.372977,110.8,debit_card,"72631 Moss Row Suite 955, Lake Ian, TX 57998",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
269,664,2024-10-30 10:02:09.372977,96.29,debit_card,"45386 Daryl Mews Apt. 207, Monicaton, AK 53263",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
270,938,2024-10-30 19:28:05.372977,66.4,credit_card,"801 Bryce Ford, Lake Michaelshire, FL 27747",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
274,334,2024-10-31 10:57:12.372977,112.33,credit_card,"991 Vega Lake, New Danielborough, MT 91356",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
285,464,2024-11-02 19:54:10.372977,146.32,debit_card,"450 Ryan Burg, South Jesse, AL 76797",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
287,943,2024-11-02 22:48:57.372977,107.79,credit_card,"632 Robinson Greens, South Katelyn, ID 89156",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
293,619,2024-11-03 15:33:48.372977,140.9,credit_card,"2289 Steven Prairie Apt. 598, East Marcusfort, NJ 61430",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
295,249,2024-11-03 20:28:47.372977,24.58,credit_card,"97311 Kayla Brooks, Port Steven, HI 15384",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
296,628,2024-11-03 22:50:43.372977,176.13,credit_card,"10880 Frost Loaf Suite 593, Randallville, VT 35933",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
302,427,2024-11-04 13:29:33.372977,145.6,debit_card,"9707 Davis Port Suite 674, North Stacyside, MO 64131",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
305,769,2024-11-04 22:55:54.372977,233.43,credit_card,"Unit 0831 Box 3001, DPO AP 51128",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
310,628,2024-11-05 20:28:34.372977,74.97,debit_card,"38297 Taylor Way, Michaelbury, VA 56415",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
316,628,2024-11-06 11:36:27.372977,175.72,credit_card,"899 Thompson Grove Suite 463, East Jessicaview, WY 18823",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
322,223,2024-11-06 22:31:50.372977,43.19,apple_pay,"816 Zimmerman Street, Christopherstad, MT 78604",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
326,763,2024-11-07 10:55:10.372977,83.8,debit_card,"7371 Mullins Spur, South Stefanieshire, TN 51047",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
332,580,2024-11-07 22:31:06.372977,119.45,paypal,"15438 Gibson Coves Apt. 779, Christineville, AS 37469",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
336,691,2024-11-08 19:49:56.372977,56.51,credit_card,"008 Garcia Divide, Freemanton, CO 94003",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
338,223,2024-11-09 01:46:10.372977,77.07,paypal,"4551 Harris Well Suite 211, South Matthewshire, KS 38908",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
339,441,2024-11-09 11:49:32.372977,36.43,paypal,"1793 Salazar Rapids Apt. 393, New James, ID 69573",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
347,283,2024-11-10 02:41:20.372977,56.52,google_pay,"482 Adam Pike Apt. 958, Hortonview, CT 75284",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
348,628,2024-11-10 12:48:13.372977,131.62,credit_card,"2873 Rogers Dam, Margaretmouth, TX 90170",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
351,615,2024-11-10 22:40:44.372977,97.14,credit_card,"44327 Margaret Ramp Apt. 980, Lake Abigail, SD 35064",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
358,691,2024-11-11 21:23:34.372977,49.96,apple_pay,"037 Rollins Mill, New David, IN 27877",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
365,943,2024-11-12 21:24:20.372977,212.79,credit_card,"86665 Leonard Fords, South Eric, FM 32171",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
367,938,2024-11-13 04:51:17.372977,24.22,credit_card,"69769 Matthew Gateway, Kathrynfurt, FM 72817",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
371,363,2024-11-13 12:52:10.372977,331.24,credit_card,"61054 Gary Light Apt. 284, Kellymouth, OR 19128",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
373,943,2024-11-13 20:34:57.372977,237.74,credit_card,"341 Paula Mill, Port Dorothy, AK 87251",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
374,357,2024-11-13 21:46:43.372977,122.88,debit_card,"9135 Emily Gateway, Kerrport, NV 69310",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
394,334,2024-11-16 21:13:07.372977,77.75,debit_card,"9690 Howard Drives, Smithland, VA 06854",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
397,615,2024-11-17 12:35:41.372977,174.06,credit_card,"20660 Wiggins Throughway, Lake Mariemouth, MT 78291",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
407,691,2024-11-18 13:44:15.372977,58.8,credit_card,"3533 Baker Groves Suite 127, Timothyshire, ND 72882",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
409,464,2024-11-18 21:09:13.372977,188.46,debit_card,"91479 Susan Fort Suite 728, New Michael, CO 96893",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
414,901,2024-11-19 10:22:02.372977,62.15,credit_card,"USNV Huerta, FPO AA 83802",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
420,619,2024-11-19 14:14:21.372977,173.06,credit_card,"17046 Warren Mountains Apt. 817, Thomasland, NE 63862",cancelled,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
421,691,2024-11-19 19:22:22.372977,108.72,credit_card,"0297 Vincent Dam, Port Vanessaberg, OK 34254",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
423,531,2024-11-20 12:00:03.372977,43.96,paypal,"33761 Rachel Spring, Olsontown, CT 41225",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
428,664,2024-11-21 09:41:23.372977,73.7,credit_card,"4691 Martin Parkways Suite 000, Port Heidiborough, WV 58644",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
429,531,2024-11-21 12:52:30.372977,197.34,google_pay,"827 Crystal Lake Suite 816, Davisshire, NC 62888",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
438,691,2024-11-23 14:53:54.372977,29.66,paypal,"9206 Norma Keys, East Lisaberg, AK 86237",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
439,938,2024-11-23 18:03:50.372977,24.2,paypal,"5525 Caroline Circles, Port Tamara, MI 42645",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
440,72,2024-11-23 23:54:10.372977,33.48,apple_pay,"962 Patricia Lane Apt. 998, East Malik, OH 96813",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
442,531,2024-11-24 12:46:02.372977,135.34,debit_card,"61601 Elizabeth Road, Hernandezside, RI 83228",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
445,434,2024-11-24 21:43:29.372977,47.1,credit_card,"1328 Andrew Track, New Matthewport, AL 68910",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
449,739,2024-11-25 19:36:42.372977,55.39,paypal,"9833 Nichole Coves, South Natasha, KY 01216",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
451,825,2024-11-26 03:25:34.372977,110.68,credit_card,"79117 Chloe Way Apt. 335, East Jessicastad, IL 11290",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
453,223,2024-11-26 10:31:32.372977,80.08,debit_card,"6760 Kayla Trail Suite 401, Port Keithburgh, WV 06823",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
454,979,2024-11-26 10:38:34.372977,160.43,debit_card,"453 Tonya Forge Apt. 345, East Michael, MT 67963",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
457,739,2024-11-26 14:45:08.372977,146.25,debit_card,"3266 Brian Mall Apt. 597, East Melissa, IL 63030",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
458,943,2024-11-26 14:56:08.372977,149.67,credit_card,"1271 Mitchell Shoals Apt. 883, Katherineside, NV 88618",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
464,223,2024-11-27 13:57:46.372977,49.66,paypal,"8975 Christopher Summit, Frankview, WV 27555",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
465,628,2024-11-27 14:09:30.372977,184.74,credit_card,"7720 Jennifer Square Apt. 688, New Barbaraview, IN 41588",returned,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
466,283,2024-11-28 10:46:46.372977,136.7,debit_card,"7994 Erik Lane, Davidhaven, NV 74829",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
474,831,2024-11-28 21:38:51.372977,158.99,credit_card,"1258 Timothy Roads Apt. 053, Cummingschester, PA 27877",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
482,628,2024-11-29 14:17:37.372977,168.22,debit_card,"Unit 4699 Box 1589, DPO AA 29217",returned,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
496,314,2024-12-01 12:02:57.372977,137.18,debit_card,"673 Jon Center Apt. 095, South Michael, SD 57699",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
497,822,2024-12-01 13:49:12.372977,122.87,credit_card,"068 Patricia Village Suite 416, Pittsfurt, CT 13978",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
502,431,2024-12-02 16:54:36.372977,20.45,debit_card,"6423 Victoria Lock, Gregoryville, RI 57644",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
506,869,2024-12-02 21:44:45.372977,158.25,google_pay,"665 Tina Forest Suite 816, North Kelly, NV 30127",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
508,825,2024-12-03 10:42:37.372977,21.58,paypal,"Unit 4310 Box 2993, DPO AE 12905",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
522,881,2024-12-04 22:12:40.372977,139.34,credit_card,"9660 Scott Parkway Suite 625, Bellview, GA 24023",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
523,72,2024-12-05 12:52:42.372977,54.57,paypal,"56761 Michael Haven, West Amandaborough, ME 23951",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
524,943,2024-12-05 16:21:08.372977,165.75,credit_card,"3201 Holly Springs, Port Maria, MN 47231",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
527,628,2024-12-05 23:59:24.372977,98.53,debit_card,"3028 Coleman Stravenue Suite 358, New Marilynshire, GU 72540",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
540,246,2024-12-07 17:52:16.372977,128.39,paypal,"873 Jeremy Coves, Lake Victoria, MT 92659",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
541,72,2024-12-07 20:10:36.372977,139.58,paypal,"5058 Elizabeth Extension, Johnnyfurt, TN 77766",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
545,357,2024-12-08 06:58:59.372977,151.78,credit_card,"Unit 4378 Box 8724, DPO AE 60955",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
551,831,2024-12-08 14:45:28.372977,232.8,credit_card,"1834 Hernandez Crossing, New Benjaminmouth, KS 44245",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
564,431,2024-12-10 19:06:30.372977,68.41,paypal,"55157 Kristy Via, Michelleborough, WA 97461",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
569,825,2024-12-11 05:57:08.372977,50.07,apple_pay,"1434 Heather Ville, South Charles, FL 93727",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
579,427,2024-12-12 20:37:39.372977,126.28,paypal,"593 Dixon Square Apt. 528, West Anthonyfort, MD 06474",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
583,580,2024-12-14 09:12:16.372977,38.71,debit_card,"313 Roth Isle Suite 196, Port Stevenstad, SC 07131",cancelled,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
594,441,2024-12-15 20:56:49.372977,95.94,credit_card,"229 Gutierrez Ways Suite 616, Parsonsville, ND 49279",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
595,938,2024-12-15 22:34:42.372977,87.76,debit_card,"80363 Jeffrey Greens Suite 921, East Janicehaven, TX 65101",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
596,531,2024-12-16 09:07:51.372977,94.08,google_pay,"815 Rachel Unions Apt. 221, West Jamesfurt, AZ 42012",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
600,739,2024-12-16 19:49:10.372977,41.6,credit_card,"1189 Chavez Mountains Apt. 799, New Alyssa, NY 33437",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
601,464,2024-12-16 22:20:57.372977,95.14,paypal,"7432 Rubio Valley Suite 553, West Anthony, PW 45650",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
604,488,2024-12-17 11:41:58.372977,167.83,paypal,"1279 Lara Squares Apt. 130, Tiffanymouth, DC 42598",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
613,881,2024-12-19 12:22:28.372977,106.23,credit_card,"59377 Justin Mission Suite 415, New Nicholas, MO 04838",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
625,279,2024-12-20 20:18:51.372977,158.86,credit_card,"7761 Roberto Roads, Margaretburgh, AL 83706",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
634,246,2024-12-22 03:32:18.372977,60.72,credit_card,"1720 Williams Stream, Diazside, KY 51133",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
638,72,2024-12-22 21:11:48.372977,71.88,credit_card,"70267 Carrie Lights, West Melissaport, RI 12824",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
641,544,2024-12-23 13:42:25.372977,55.3,credit_card,"30451 Martin Lodge Suite 371, New Lisafurt, KY 12279",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
645,431,2024-12-23 23:51:46.372977,132.86,debit_card,"86171 Hart Fields Apt. 581, Huntertown, WI 47545",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
647,453,2024-12-24 03:48:03.372977,697.66,paypal,"365 Lisa Stravenue, Mathismouth, FL 04855",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
658,628,2024-12-25 12:32:00.372977,146.03,paypal,"2841 Michael Ridge Suite 804, Robinmouth, IL 46892",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
659,739,2024-12-25 12:51:06.372977,90.57,credit_card,"01217 Kimberly Canyon Suite 342, North April, DC 39444",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
662,283,2024-12-25 20:58:56.372977,146.11,apple_pay,"05095 Kimberly Spur Suite 277, New Colleen, UT 19232",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
665,938,2024-12-26 14:39:15.372977,104.91,debit_card,"208 Armstrong Parkways, Port Crystal, CA 62336",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
667,523,2024-12-26 20:05:00.372977,109.28,paypal,"78937 Simpson Isle Apt. 399, Houstonborough, MS 74650",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
668,825,2024-12-26 22:01:47.372977,98.17,paypal,"23848 Wallace Lights, Port Mercedesland, OH 99585",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
669,672,2024-12-27 12:35:41.372977,87.09,paypal,"56600 Nancy Isle Suite 836, Lake Stephanietown, ID 35715",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
671,246,2024-12-27 13:53:54.372977,126.25,credit_card,"7200 Jeremy Walks, New Joelton, GA 07027",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
672,739,2024-12-27 20:37:06.372977,134.7,credit_card,"87835 Gonzalez Views Apt. 330, Hallmouth, IA 82954",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
673,357,2024-12-27 21:36:53.372977,159.1,paypal,"142 Joseph Courts, Chapmanshire, MD 29286",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
676,619,2024-12-28 12:47:17.372977,151.15,apple_pay,"4471 Brittany Underpass, North Barbara, OK 06386",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
688,246,2024-12-31 12:20:48.372977,189.64,credit_card,"3534 Virginia Villages Suite 391, Lake Jaybury, WA 92280",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
691,943,2024-12-31 17:35:49.372977,117.28,credit_card,"859 Samuel Green, Lake Robert, WI 36061",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
695,544,2025-01-02 02:24:46.372977,140.64,credit_card,"903 Ellison Spurs, East Valeriestad, PA 32275",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
696,434,2025-01-02 07:23:25.372977,114.8,paypal,"090 Christy Lakes, Taylorfurt, RI 32158",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
704,672,2025-01-03 00:07:09.372977,103.43,credit_card,"19768 John Lake, North Jonathanstad, CO 87876",pending,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
705,453,2025-01-03 07:47:46.372977,317.83,paypal,"Unit 4700 Box 2519, DPO AP 05715",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
711,531,2025-01-04 00:55:44.372977,104.29,paypal,"5744 Jason Ranch Suite 115, East Lori, FM 36759",processing,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
716,763,2025-01-04 14:26:15.372977,65.77,paypal,"50556 Beth Junction Suite 933, Darrellchester, GA 15401",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
717,441,2025-01-04 17:04:29.372977,82.83,credit_card,"362 Maldonado Branch, Ryanfort, PW 80270",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
729,979,2025-01-06 09:05:42.372977,99.03,debit_card,"38211 Thompson Track, Lauraton, TX 17304",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
747,249,2025-01-07 21:00:40.372977,147.46,debit_card,"92022 Roberts Grove Apt. 261, Shieldshaven, TN 34013",completed,2026-09-24 01:17:15.387702,2026-09-24 01:17:15.387702
